"Timestamp","Discord Username (include ""#0000"" ID number)","ETH Wallet Address (MetaMask)"
"2021/10/06 7:45:28 PM EST","serge#5931","0x0Ba79a5aBe9aa1bB28B02c6412ba59b90F1DB489"
"2021/10/07 12:40:32 AM EST","Gratwanderer#1480","0xA4A9C4D861b4e3f0Ca436B82D99517FD8AADEdA5"
"2021/10/09 6:29:18 AM EST","sho_fpv #9235","0x23E56392e605fE5D2eDDE803Be5070bA27a6Cae3"
"2021/10/09 7:52:16 PM EST","Iamjosh #0938","0xDB7f1A997313a676990c59b96C125a26bdF79459"
"2021/10/09 8:34:17 PM EST","h8dip#6814","0x00c0760336855d069cB09f0eE7857464BAb5EB30"
"2021/10/11 1:12:16 PM EST","netadictus#8400","0x3c655AEDABD12a7C48C2f75de75f186B2D49722A"
"2021/10/11 1:31:20 PM EST","mrz#2799","0x17C2549B78439F056024EF500149EE75D818Bf7E"
"2021/10/18 12:35:18 PM EST","nancynik#0171","0x8fda0ae3f9d91e95f60a631eae417615c6eae130"
"2021/10/19 7:21:00 PM EST","Mindflow ","0xfeB40815bA3018Eb284b9AE4C89939264f74B5bF"
"2021/10/20 1:52:53 AM EST","FelixXjiragh#5023","0x175f42D0B7743F7368EC016c4CE9E6eB5aEf785c"
"2021/10/20 9:20:18 AM EST","Lalo Cripto#8138","0x4D88535301f606c534531415b8A7b3C5675C1FA3"
"2021/10/20 10:06:20 AM EST","cass4444#4962","0xD83B6B54372dA439F360ED5e07391a5f278affA3"
"2021/10/20 11:35:14 AM EST","abrahamcr #9066","0xcE36608441F24E2d5642932F2A511D98BBBC06A9"
"2021/10/20 11:43:17 AM EST","cortega#6281","0xf1a507548f41dAedc35eb9b445564597a73B2985"
"2021/10/20 11:44:00 AM EST","Rebeca Dalier#7889","0x62C8EdAC6Ae5CAff7A8391C2D101207b6E5EcC30"
"2021/10/21 11:43:27 PM EST","sensei#6056","0xEa70E7BCa0F8A0Ea9049CfaB7c8127aedBD25885"
"2021/10/22 10:59:32 AM EST","MirSor#9953","0x5F1000b5dAB5be37304f919a7de9915B5913C4a4"
"2021/10/22 8:27:02 PM EST","betodigori#0583","0x9e771b3C45e0116ffe0682009B8707b6E54a40a4"
"2021/10/22 8:28:09 PM EST","dparedes#6402","0x4Dd139A6DDf3A4b54878F9C40419ecF6877d5101"
"2021/10/23 12:14:52 AM EST","tellesjaime#1944","0xAB2a81B5Ed5f4A3926A25A17e9DB1EF18d8E2bEd"
"2021/10/23 10:32:01 AM EST","Cottler#0291","0x829BEA4d937e6E4241Df2693b3cDfAAb616A7330"
"2021/10/23 8:43:24 PM EST","DanteAc#6179","0x8e0a74271E98802A65C71d10c650AdBfc6AD45Cc"
"2021/10/24 4:35:25 PM EST","donmago323#7757","0xbb5c651bc5B53df8e3cB24bCFc2222732303cF8F"
"2021/10/24 11:59:33 PM EST","carrot#2153","0xee183D9E1e2D133648829b37f5a0aB6436628C55"
"2021/10/25 5:51:33 AM EST","crypto#6398","0xa7da2CC7E8d71521B617273CF98e958DD3f94121"
"2021/10/25 10:34:34 AM EST","drx#4683","0x95c0B05cDf55b7D37cdE68B51A42eFDD244Fa5B6"
"2021/10/25 1:11:38 PM EST","Blootmaxi#4123","0x1D246d6F6841CD394fCf3642356162B73d903b2d"
"2021/10/25 2:01:27 PM EST","Stanlee_Billi #5317","0xA4da42dcd48b50cf3ba8e0133005f68fF25aF64d"
"2021/10/25 10:01:00 PM EST","bigcthelegend#8331","0xf6cF98ac3d256ECE22a886740aDfE81C86AAc322"
"2021/10/25 10:02:45 PM EST","jimmywimmy#3738","0x7B2E5806220130C29b65095177927A794eE8AC3E"
"2021/10/26 6:54:20 AM EST","dani6789#6692","0x8902823f879B30ecFcC97B5532038694e5E2B655"
"2021/10/26 8:10:45 AM EST","ManuelRoberto#6881","0x5277BE068Ed783fF99d713fA23EcD521c5365C9f"
"2021/10/26 1:28:08 PM EST","klaz5#4262","0xBC7C6f1Cc8CEa685E508C69f05Ce6Be01aEA19cB"
"2021/10/26 3:29:10 PM EST","Czar#4990","0x5b08fF0735b7a3e96e8d1BFb9a1181A03ae4bD03"
"2021/10/26 8:40:06 PM EST","W.hittingto.N #7579","0x95Ae13b0ef37F03f99ef7F3F183Cd789343F2f9a"
"2021/10/26 10:16:03 PM EST","Zeus07#5805","0x2091E0f002de288287653EC5EC5CC08b67B2783c"
"2021/10/27 12:01:33 AM EST","elcucuy#7488","0x3583cDBFFe7971AF2B79B260236dDBE20813bAaF"
"2021/10/27 2:46:42 AM EST","BCDre#6014","0x54f694f45221742cE36B133c5b33Fb2d8658FB81"
"2021/10/27 3:04:26 PM EST","Cf17#2799","0xDa065bBdCA63Af402A0e981Fef998a25B94701c8"
"2021/10/27 4:57:37 PM EST","Jahasv#6360","0xB74832dA6a982D99B03299391B6c35ca9310d30b"
"2021/10/27 9:51:54 PM EST","D Sneakerz#1871","0xd835dE691015c836eBa7B42544849F0dDf723BFB"
"2021/10/28 1:00:06 PM EST","[NFT] BearX I 0xRajput#8290","0x0DFaC91c90eBB2339a3dadd37A8A80E6112f0F49"
"2021/10/28 1:02:10 PM EST","Blackberry#6321","0x104bA364EE3e96ffE4807EFb6Eb22E9f997B00E6"
"2021/10/28 1:27:17 PM EST","mr_awarlock#1645","0xA752EC67258845E9B0800f16de513550db9C4233"
"2021/10/28 1:27:58 PM EST","LightningBolt24#3010","0xf86FEbA5cBFF3d221fB5D20d6f75C8fa0285d632"
"2021/10/28 2:08:15 PM EST","ED127#6649","0x4b7e2e571482320233412fbf735e2d66854d819c"
"2021/10/28 2:28:02 PM EST","GerLad#4499","0x0195609d01EdB7c8c0d640a9538D34a950eDAa9F"
"2021/10/28 2:29:56 PM EST","dru#7777","0x365b94AB73AB228544A66E46B90Be4dEB946A6dE"
"2021/10/28 2:30:51 PM EST","jeshka#5916","0xbD702D5eC77056C47D56ED858847086608Ba4552"
"2021/10/28 2:31:07 PM EST","cryptovalley#8963","0x336F6BECa25Aed6bc4B4F9E6eF5B3Eb415aEcA67"
"2021/10/28 2:32:02 PM EST","@Anthony.#7513","0x064635e9aD8c770dF4430180f0983AC0C59fC3FC"
"2021/10/28 2:35:41 PM EST","TitiusMaximus#4137","0x37F106588b973BcDCde85c960957F399Ae43eFD2"
"2021/10/28 2:37:39 PM EST","Beadsman#0138","0x3Dab0Bb675B5f0B041CDdeAbb6E17AB12532470b"
"2021/10/28 2:38:03 PM EST","#4459","0x1AE0C7a6E2DBA4757165C354153C8e43097f6579"
"2021/10/28 2:43:14 PM EST","Wrath#9645","0x2BD95558E74560c9813d12839A44E2176bfd07d0"
"2021/10/28 2:54:26 PM EST","Rwin020#4716","0xea26b0451722e278a8ec4f37e915cade028af92c"
"2021/10/28 2:55:49 PM EST","RazorXP#1087","0xB9D22624338242947F234ad0692bCdce5ea377FA"
"2021/10/28 2:56:28 PM EST","Takumi#9201","0xa5D8aeb899FE01aD04C52cbE523D786666f0E74a"
"2021/10/28 3:35:18 PM EST","babygap91#8913","0xE045Be0C45fd4b6E0FaEFe140C645dA7172389f0"
"2021/10/28 3:40:35 PM EST","sebasstian#0834","0x7B8E5007C45Eaf61c9963133a6A05Fbe01196B3B"
"2021/10/28 5:01:09 PM EST","koksuan#5958","0x1dAB423EbE433B9ebC5A4c2cD36BBe688653eba0"
"2021/10/28 5:01:45 PM EST","bket#7769","0x5262D30655918586DAce80F944787230D3E01E6D"
"2021/10/28 5:21:26 PM EST","Darrow555 #9846","0x2a2063B36E950EAac3D8cD87217164BcA63f0d01"
"2021/10/28 6:11:48 PM EST","IMAD95 #5483","0x87f3a75eB7EAa4484AFfC294c9C120A1b4E1d839"
"2021/10/28 8:21:55 PM EST","luiscrypto#1794","0x57bB616eF30FDcbE64F0769e23450EEe9e4fdc34"
"2021/10/28 10:07:34 PM EST","APE | 0xtobes#6563","0xed2582Ae9d01c11b50d20446b9a6d63F54392e9C"
"2021/10/28 11:21:33 PM EST","LubbeZA #1429","0x23F215c8Ac8696637448AC4cC85d2328B614dE22"
"2021/10/29 12:31:46 AM EST","zemolina#8493","0x8073D2Bb876d1A9f4f93D23c9b863b8bdB7F1F80"
"2021/10/29 3:59:05 AM EST","4Dplatypus#2228","0xDfc9f519fd5A823927c431f965f4E8e3505d5072"
"2021/10/29 5:24:32 AM EST","#4717","0x9c65B126Be429D5E40E3894043233dAF3Ea4a77F"
"2021/10/29 7:41:56 AM EST","DH90#2269","0xA328B20C9B77dB191f2b2214bAB51A73242F0C7B"
"2021/10/29 9:50:30 AM EST","matzefummel#4166","0x43C4552B8e372dA4f3043783716d71D7A94c9217"
"2021/10/29 10:01:30 AM EST","MyJam#5758","0x99D8F73E69445C26E191846Da6743A57933033e2"
"2021/10/29 10:09:12 AM EST","gian#2613","0x0a0995f66CA7A69659035114a482dD920e1140Fe"
"2021/10/29 2:51:33 PM EST","TheRemaxMau #3598","0xA1C68bcC174acC1aAf2f47Cd029220D7A03246E5"
"2021/10/29 3:04:35 PM EST","Fraggy#8503","0x42175856652185ddDBD5477fBb1f7f4FC446847D"
"2021/10/29 3:05:52 PM EST","SquEEzy#1468","0xdEE21C23a9AC888A09329bD8e065420339da2237"
"2021/10/29 3:07:02 PM EST","infectedsanin#7009","0x58759F32F56D6cA5B96E1Dd88f15D0A1d6f0643d"
"2021/10/29 3:08:21 PM EST","rhinocenter#2496","0x300B3Fd384b27B5349Cb41701C8a7cd046D35d9B"
"2021/10/29 3:08:34 PM EST","@Jorgep503#3447","0x877765C0Ca99696B1e04A92B07d1f7d6453322A5"
"2021/10/29 3:52:52 PM EST","tim tim#3735","0xA5dF3932274F69102fA3109Edfd6786B4C061e73"
"2021/10/29 4:16:23 PM EST","jaec97#4140","0x26A5aFF5caDa50d73dC7D6d3E01B19f701981e87"
"2021/10/29 5:14:35 PM EST","DVision#9787","0x3e1666c3E39490f85532DE4223d87839367f29C3"
"2021/10/29 5:36:59 PM EST","JWKICKS#6532","0x0DCAe60eba6d332250d99B62e03dAeDc29B1D2b8"
"2021/10/29 5:54:16 PM EST","Faroog #8444","0x0CEbC35901968891FedC4EfC680e9Cb4c4017b51"
"2021/10/29 7:48:39 PM EST","Disidente#2827","0x9ecA7b82E857e92b05b6C7D904E5A26B4B020687"
"2021/10/29 7:49:49 PM EST","batwayne#7071","0x4365F979fc3443b5802E4Ca7814C31Db9D469386"
"2021/10/29 8:07:06 PM EST","#7770 leosinio ","0x274AAbe308639b39D1D70539B41428B1B854C48b"
"2021/10/29 9:07:08 PM EST","adrian05#8618","0xe56D9f0aeB49119784C2E5a22ba98fE4AAeA2dce"
"2021/10/29 9:27:14 PM EST","zero to zero#8221","0x655FE416aAA7aBd38714eB133f8A1928deBC1383"
"2021/10/29 11:26:04 PM EST","Deix","0x820F8daB4ad5b5e6Ee32401a202C50c71b0c1066"
"2021/10/30 12:31:02 AM EST","debizzle #8040","0x0b2F7a495b715502c2695049931fe22674bf1519"
"2021/10/30 12:34:55 AM EST","jeduardo#0591","0xCF95cEc457A16c3F2e7c3205dae53526eeCAB0bE"
"2021/10/30 1:14:51 AM EST","YZDB#0489","0x2bffdb0d46a5f5032eeb0db1c4b9e3cb9f5bf274"
"2021/10/30 1:23:02 AM EST","Kevin8888  | Lucky Ø#1744","0xD52AD9347024276f8b1fb18B6f3016B1A293798E"
"2021/10/30 1:36:09 AM EST","pkgrant#8564","0x4460997f6a8D9515384466D12e57896a3821e174"
"2021/10/30 1:36:50 AM EST","ALY| ᴮʳᶦᶜᵏᵗᵒᴾᵘⁿᵏˢ#9351","0x01eC241D861E188f211124f2886738389A44E160"
"2021/10/30 2:41:01 AM EST","taeyeong#5272","0xf9f5A4d7A37f6480d2Db5F0E4Aa10365Ce5f3A14"
"2021/10/30 5:05:09 AM EST","JWOS#6963","0x6905c394A429886136bf64957D2484510b9850A8"
"2021/10/30 6:47:01 AM EST","emmashman1 #0882","0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842"
"2021/10/30 7:01:19 AM EST","Toby_Logan#4348","0xF485A2E1012798F9Da4c8237BA4C61eE9bD8fB7B"
"2021/10/30 8:03:41 AM EST","CHELATOS#0589","0x0CBa41Dc647eb756A2F376D0855F29c462a0c802"
"2021/10/30 9:16:02 AM EST","Frost_AA#5702","0x123c1A3FBaF80fc75ab9f4327a555De533001515"
"2021/10/30 9:34:00 AM EST","Hiram Vega#1915","0x0fab0C5E530132c30f7c6fdfe4CB80BFE454605f"
"2021/10/30 9:45:48 AM EST","huffelbeard#5755","0x080c15f9D164961B727fD0FBa90E5633Db011381"
"2021/10/30 10:29:07 AM EST","LORS#1491","0xAf0F84F09060ECF8E70ee9B31a5bee0061901412"
"2021/10/30 12:37:30 PM EST","notoriousparkour","0x5Fb3Cc0d159dD26f0533285bd6bB0b75905C310c"
"2021/10/30 12:57:32 PM EST","Jorge Dabaliña#9133","0x51DF10544a8688127469A06bbffb33EB4B72c501"
"2021/10/30 2:09:57 PM EST","FrenchBastard#3732","0x34307CC8E1E3d89bf95A2923132f92a0e40d843A"
"2021/10/30 2:27:30 PM EST","0xKeaman#7860","0xB5263dbA4711CaD665530424C09f2077C32ceBbf"
"2021/10/30 2:54:05 PM EST","Defiablo#5382","0xcc6548F1b572968F9539D604EC9ff4B933C1bE74"
"2021/10/30 4:26:38 PM EST","denisbzk#6095","0xFec4f1ED242Ce8FE87E35775E9c0C2c6FF187A51"
"2021/10/30 4:34:45 PM EST","frankinho#2651","0x20Ee648AEf148469cF8aB9C75E7d5f806Db3Ce93"
"2021/10/30 4:43:39 PM EST","CRASH#5422","0xF353B7b8F913B26160DbB593F335845FAB3D65B9"
"2021/10/30 4:57:00 PM EST","vega_sd#8615","0x69A5aa07859711BD75017199b097bE647664242D"
"2021/10/30 5:03:44 PM EST","Tobiasolsen08#0270","0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842"
"2021/10/30 5:12:05 PM EST","anish#3859","0x3f1cF59f2D672be632E0Eef5C0caf2D98d320f3F"
"2021/10/30 6:13:14 PM EST","Jenkins#0681","0x14D7dCdA5Ef603db690522f87334478fd20327e1"
"2021/10/30 6:14:24 PM EST","2NFTI-N-BEYOND #7942","0x04Dd7899E8db996b3413ED4fAf61f93a313EdF08"
"2021/10/30 8:02:01 PM EST","Marb#8697","0xD4ab2A896097E034C66F9A89e97706F7EBe04300"
"2021/10/30 8:13:43 PM EST","#3727Puppyonekenobi","0x68B967a5f5a7832CaDD6Ac46044c18597b5b3D29"
"2021/10/30 8:48:54 PM EST","Tobiasolsen08#0270","0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842"
"2021/10/30 11:23:02 PM EST","gannzo#2282","0x6532E0728FaBe536DfcfDe59CA4FA57b4768b4ED"
"2021/10/31 12:16:28 AM EST","rj#9104","0xd5329311ad1024e7EB2e7eD722bC22DA23cdA8ef"
"2021/10/31 1:02:00 AM EST","#8433","0xd742c2eDbc4B44e1575e361fC7AfcF981Bb375ad"
"2021/10/31 4:38:03 AM EST","CheekyAmin#0913","0x4BC2D0ee93208eFCf5683A2cA680f28270b7DE6E"
"2021/10/31 5:18:49 AM EST","debizzle#8040","0x0b2F7a495b715502c2695049931fe22674bf1519"
"2021/10/31 11:20:23 AM EST","JOSHEP360#7694","0x40Cc4873D09007B10D1a0b2284d2C2bcC4364b97"
"2021/10/31 11:39:15 AM EST","jordanosaurus ","0x00bfa85141794A13c2Fb866FEb12921e460A295C"
"2021/10/31 12:03:47 PM EST","Ellie9099","0xAC43797b31902343c9224561C0C9D8B4Dfa1dcEb"
"2021/10/31 12:29:33 PM EST","Rar#3132","0x8ac9D6b0c9756dD67eAbc8724Beca90ee0b29469"
"2021/10/31 12:33:40 PM EST","dingleberry#8641","0x36579618ED40350BB48458EF14c7ACC9D1AB4D51"
"2021/10/31 12:47:33 PM EST","Dhia #9529","0x1C64303EA023AB4Bf55F1E06dEf31898Bed6b141"
"2021/10/31 12:50:41 PM EST","joshh#4032","0xCeF22ce8dEfd5B3E2e077d4312D2Ec6Ec83881BA"
"2021/10/31 2:50:42 PM EST","BIG DAYTS#4807","0x0748714ff2A0CAE3fFb98911f55dfa79665f3499"
"2021/10/31 3:24:06 PM EST","lowie#8473","0xF9c0799362bA650E34e71d34e7590D4F1369aC9c"
"2021/10/31 3:43:37 PM EST","Moekanoni#3726","0x58c566178Eed459D4064469476c632b641e24E6D"
"2021/10/31 4:36:48 PM EST","Texasholtom #9374","0x523def61c916D1cAb9a6cF87CE165d4974ED0294"
"2021/10/31 4:44:58 PM EST","alexM#3631","0xF866d0401CEe34AAadE12479c00139a900C20d94"
"2021/10/31 4:57:11 PM EST","wiz#8360","0x5AD06f535401881D0E919e6f563c1c837Ff34275"
"2021/10/31 5:06:50 PM EST","rogeryuu#6923","0x80f306405fECAdbbE1730E688edC272E649bf9Ab"
"2021/10/31 5:11:03 PM EST","bluetomato#3561","0xEBb6ec840d155042cdDFd0f9C63C55017E952f7D"
"2021/10/31 5:13:33 PM EST","NFTtomoon| BrickTopians#6714","0x4Bb0a44B3CB404470A7806718BF591b587D6bef0"
"2021/10/31 5:24:37 PM EST","Bain#0301","0x71707Eba726E5369726137B204Cb30A8BF799220"
"2021/10/31 5:31:54 PM EST","AliciaChen","0x0626883e20571A1bBE54816D11D848565FDed3D7"
"2021/10/31 5:34:16 PM EST","Leetos514#5670","0xA49EEf3F928A6C3b6bED3EF6fe740c097b9F9969"
"2021/10/31 5:50:09 PM EST","Leaf#8296","0x7006c952319Dce48242C7c1dBbF64E612dDfe1b3"
"2021/10/31 5:55:20 PM EST","Nenem#8255","0x3Ae4404ff53d2d69883c5473365176A45e833060"
"2021/10/31 6:20:05 PM EST","jrella4#5717","0x78F1a4cd739C2A7C06c53CCB4BbB549D88402b7b"
"2021/10/31 6:31:10 PM EST","Gellar23#0110","0xFD772839f47BDc1Cf1CDb23ac00087842b0Af692"
"2021/10/31 6:36:01 PM EST","alex098764323#6646","0x84758796c1673159e4fC532f8889FCa9b0423e26"
"2021/10/31 6:51:48 PM EST","giontatas#2021","0x79d3C7FA7C6EB2A369Cf18bb3bC3eAF1A43B0Bd1"
"2021/10/31 7:19:05 PM EST","Nick.402#1048","0x523C702e63C7aa0ea4FBF99560321A8e9c67BebC"
"2021/10/31 7:20:38 PM EST","ggyoungboy”#1438”","0x100c267E1efe38472Db4f48f160Ae90C43e873fd"
"2021/10/31 7:41:11 PM EST","andressurfer","0x9CA17E836E59C1D158636B62661C5D98AfEF077C"
"2021/10/31 9:15:24 PM EST","housekid.eth / ΞTHΞRΞUM TOWΞRS#0421","0x5A0CbB8c5d89f0324930c5Fc7C0b734d0Fb74f92"
"2021/10/31 9:35:29 PM EST","TooDeep#6964","0xA04B2C0bc90498f131EaE058Aa74053d1D93b25E"
"2021/10/31 10:07:51 PM EST","Daz#8668","0xE3Bbe9ca05E182b22ED0C268A14a9ebcfCE3103c"
"2021/10/31 10:15:51 PM EST","Hhm#5833","0xeAd5E87fD9bed372eE38f7770b2C3B34324A0F6E"
"2021/11/01 12:17:57 AM EST","Rizla#2205","0xb68d08fFD9aC2cF405093a46f4A764F415106637"
"2021/11/01 12:35:02 AM EST","calbear#7024","0xA1461F74163C219c572eC6B2bEaB304EB301129E"
"2021/11/01 2:41:15 AM EST","GN90 | Dragon Verse ","0x6f79125B9E154B205E494d32369bAE56F7C3c229"
"2021/11/01 3:01:53 AM EST","Victor.#9663","0xf04990915C006A35092493094B4367F6d93f9ff0"
"2021/11/01 5:11:03 AM EST","2774","0x7C00222825C46190924Bff906a0ccAc5ffA43eeB"
"2021/11/01 5:14:17 AM EST","#4418 jake1234","0xcDFD8dd0B68dD4719229C181C7318772E30647A0"
"2021/11/01 7:32:56 AM EST","RB#6702","0xfc370e7807b40b2c85BDC4926581C7A25A512900"
"2021/11/01 8:34:56 AM EST","gewgly #3873","0x162aA2cEaaeB46dC92F6d0818F8bD7356E274e8A"
"2021/11/01 9:39:43 AM EST","bigbix#3385","0x2769d3c1bE476bcb3072F8d78E86f9045F6B5DFb"
"2021/11/01 10:25:23 AM EST","dcali #0797","0xC10F5F82B7B0392DB11Bbf06CDE93Fc0aeA120Cb"
"2021/11/01 11:28:54 AM EST","Ariss#5595","0xC26970fCAc458E5c5C19ea521e6C0341446b5888"
"2021/11/01 12:17:53 PM EST","KODA#4541","0x73868837DBB6EB0e822d0c8D66643C9EbB022799"
"2021/11/01 12:21:32 PM EST","crytocruzdweller\fashonista","0x2E0125FF21444DAb614007fcdb77c8563C3d0092"
"2021/11/01 12:25:32 PM EST","Larrynewnew #5107","0x4EbEF8CafD3344364226c26405DEDf31A40BF47e"
"2021/11/01 12:59:07 PM EST","Justish#8738","0xb04701D1F33064e7769a1deA5aff858aaA37B6a5"
"2021/11/01 1:03:50 PM EST","inkedoscar💎Vvs1#1981","0x7e5536EB45e58f6F69b4dEb7f634b580a86Fea10"
"2021/11/01 2:19:05 PM EST","georgedomnar#4207","0x042810A4F61A86F956898105e8e08819bfBE7695"
"2021/11/01 3:20:39 PM EST","tansia1lonely#9201","0xB6D13B5f5a6F4fe2702A26f4C7803b471deD66B0"
"2021/11/01 4:55:08 PM EST","MichaelB123#1821","0x365AC7efb1C1BB47CA0cDC4418eF8D0DD709F461"
"2021/11/01 6:08:13 PM EST","AlvaroJS#8179","0xb64de1042A57F64f44ADF1dae3707006FA0897F7"
"2021/11/01 6:11:15 PM EST","Drago#4250","0x26e3B55ad323252c5b6189dA6968cD960E386Abe"
"2021/11/01 6:35:09 PM EST","JDillon#9276","0x8F7e41949F917426616AC94B0D2C271649860822"
"2021/11/01 6:41:03 PM EST","Bibi79-721#8374","0x9e71583dbf072D9c4822f96C1c7C5bb10787c073"
"2021/11/01 7:20:03 PM EST","xX_WIDEPUTINmlg_Xx#6385","0x6be0aDA6ec8892a3B1F6ec4C96Caf80ef3c469AF"
"2021/11/01 8:13:06 PM EST","clays #4510","0x96d561FA2CD756172459A702cf80f94D4b272D00"
"2021/11/01 9:11:00 PM EST","WLCC | MiNdFreakT#3522","0x83C6897847F461642f6D8Cf45008ce3494379193"
"2021/11/01 9:22:47 PM EST","[C5]Matthew#4841","0x22FF0f668754B8774C6Bc01bB826E5f184805A25"
"2021/11/01 9:58:02 PM EST","Chambumbo#2686","0xFc49FC40035880408B9608fdabE094aC144f38DD"
"2021/11/02 12:17:13 AM EST","fckyea#9975","0x1B065C320a3f889E57D2dA4C218b1d97e90C609a"
"2021/11/02 1:22:32 AM EST","The Beast#5472","0x1E25ee5935a1b6591eba44d37768adA0065e2c65"
"2021/11/02 3:56:35 AM EST","chimy #4707","0x8D7eF472de1cD27352A5A3A077DCc13EA7D3DBbe"
"2021/11/02 6:36:43 AM EST","faro#8824","0xf166fbfd63201bfa03d06bfec356e851e8c4a976"
"2021/11/02 8:54:39 AM EST","Losand#6668","0x3A84F8F04c7A6b9B2Cf3e84ffa84c0DC46C331FE"
"2021/11/02 2:49:11 PM EST","guillermorm#1459","0x5f16747F86d4B3C0CF650578d68486DA6B99a3B0"
"2021/11/02 3:20:23 PM EST","m1c0#6814","0xF7Fb21ac161325C766AA07E2f187543437483773"
"2021/11/02 3:52:18 PM EST","LeCat_ #4460","0x7593E3C1D1A9c39e707A9f4962Ce267bE4Bb09d6"
"2021/11/02 4:07:42 PM EST","ColinRead#2171","0x409139F8914F74E8dA546A279108E5Ec694A2dcf"
